0.114201 940
0.1178 1880
0.121398 2820
0.124997 3760
0.128596 4700
0.132194 5640
0.135793 6580
0.139391 7520
0.14299 8460
0.146589 9400
0.220028 8460
0.220028 9400
0.223627 10340
0.227215 8460
0.227226 9400
0.230824 10340
0.234412 8460
0.234423 9400
0.238022 10340
0.24162 11280
0.242083 9400
0.245219 10340
0.248807 8460
0.248817 9400
0.252416 10340
0.256015 11280
0.259613 12220
0.263212 13160
0.26681 14100
0.270409 15040
0.274008 15980
0.277606 16920
0.281205 17860
0.325845 15980
0.325845 16920
0.329444 17860
0.333516 15980
0.333516 16920
0.337114 17860
0.340239 15980
0.340713 16920
0.344311 17860
0.347437 15980
0.34791 16920
0.351509 17860
0.355107 15980
0.355107 16920
0.358706 17860
0.361831 15980
0.362305 16920
0.365903 17860
0.369028 15980
0.369502 16920
0.3731 17860
0.376699 15980
0.376699 16920
0.380298 17860
0.383423 15980
0.383896 16920
0.387495 17860
0.431661 15980
0.431661 16920
0.43526 17860
0.439332 15980
0.439332 16920
0.442931 17860
0.446529 15980
0.446529 16920
0.450128 17860
0.453727 15980
0.453727 16920
0.457325 17860
0.461397 15980
0.461397 16920
0.464996 17860
0.468121 15980
0.468594 16920
0.472193 17860
0.475318 15980
0.475792 16920
0.47939 17860
0.482989 15980
0.482989 16920
0.486588 17860
0.489713 15980
0.490186 16920
0.493785 17860
0.537478 15980
0.537478 16920
0.541077 17860
0.545149 15980
0.545149 16920
0.548747 17860
0.552346 15980
0.552346 16920
0.555944 17860
0.559543 15980
0.559543 16920
0.563142 17860
0.567214 15980
0.567214 16920
0.570812 17860
0.574411 15980
0.574411 16920
0.57801 17860
0.581608 15980
0.581608 16920
0.585207 17860
0.589279 15980
0.589279 16920
0.592877 17860
0.596003 15980
0.596476 16920
0.600075 17860
0.643295 15980
0.643295 16920
0.646893 17860
0.650965 15980
0.650965 16920
0.654564 17860
0.658162 15980
0.658162 16920
0.661761 17860
0.66536 15980
0.66536 16920
0.668958 17860
0.67303 15980
0.67303 16920
0.676629 17860
0.680227 15980
0.680227 16920
0.683826 17860
0.687425 15980
0.687425 16920
0.691023 17860
0.695095 15980
0.695095 16920
0.698694 17860
0.702293 15980
0.702293 16920
0.705891 17860
0.749111 15980
0.749111 16920
0.75271 17860
0.756782 15980
0.756782 16920
0.76038 17860
0.763979 15980
0.763979 16920
0.767578 17860
0.771176 15980
0.771176 16920
0.774775 17860
0.778847 15980
0.778847 16920
0.782445 17860
0.786044 15980
0.786044 16920
0.789643 17860
0.793241 15980
0.793241 16920
0.79684 17860
0.800912 15980
0.800912 16920
0.804511 17860
0.808109 15980
0.808109 16920
0.811708 17860
0.854928 15980
0.854928 16920
0.858526 17860
0.862598 15980
0.862598 16920
0.866197 17860
0.869795 15980
0.869795 16920
0.873394 17860
0.876993 15980
0.876993 16920
0.880591 17860
0.884663 15980
0.884663 16920
0.888262 17860
0.891861 15980
0.891861 16920
0.895459 17860
0.899058 15980
0.899058 16920
0.902656 17860
0.906728 15980
0.906728 16920
0.910327 17860
0.913926 15980
0.913926 16920
0.917524 17860
0.960744 15980
0.960744 16920
0.964343 17860
0.968415 15980
0.968415 16920
0.972013 17860
0.975612 15980
0.975612 16920
0.979211 17860
0.982809 15980
0.982809 16920
0.986408 17860
0.99048 15980
0.99048 16920
0.994078 17860
0.997677 15980
0.997677 16920
1.00128 17860
1.00487 15980
1.00487 16920
1.00847 17860
1.01254 15980
1.01254 16920
1.01614 17860
1.01974 15980
1.01974 16920
1.02334 17860
1.06656 15980
1.06656 16920
1.07016 17860
1.07423 15980
1.07423 16920
1.07783 17860
1.08143 15980
1.08143 16920
1.08503 17860
1.08863 15980
1.08863 16920
1.09222 17860
1.0963 15980
1.0963 16920
1.09989 17860
1.10349 15980
1.10349 16920
1.10709 17860
1.11069 15980
1.11069 16920
1.11429 17860
1.11836 15980
1.11836 16920
1.12196 17860
1.12556 15980
1.12556 16920
1.12916 17860
1.17238 15980
1.17238 16920
1.17598 17860
1.18005 15980
1.18005 16920
1.18365 17860
1.18725 15980
1.18725 16920
1.19084 17860
1.19444 15980
1.19444 16920
1.19804 17860
1.20211 15980
1.20211 16920
1.20571 17860
1.20931 15980
1.20931 16920
1.21291 17860
1.21651 15980
1.21651 16920
1.22011 17860
1.22418 15980
1.22418 16920
1.22778 17860
1.23138 15980
1.23138 16920
1.23497 17860
1.27819 15980
1.27819 16920
1.28179 17860
1.28586 15980
1.28586 16920
1.28946 17860
1.29306 15980
1.29306 16920
1.29666 17860
1.30026 15980
1.30026 16920
1.30386 17860
1.30793 15980
1.30793 16920
1.31153 17860
1.31513 15980
1.31513 16920
1.31873 17860
1.32232 15980
1.32232 16920
1.32592 17860
1.32999 15980
1.32999 16920
1.33359 17860
1.33719 15980
1.33719 16920
1.34079 17860
1.38401 15980
1.38401 16920
1.38761 17860
1.39168 15980
1.39168 16920
1.39528 17860
1.39888 15980
1.39888 16920
1.40248 17860
1.40608 15980
1.40608 16920
1.40967 17860
1.41375 15980
1.41375 16920
1.41734 17860
1.42094 15980
1.42094 16920
1.42454 17860
1.42814 15980
1.42814 16920
1.43174 17860
1.43581 15980
1.43581 16920
1.43941 17860
1.44301 15980
1.44301 16920
1.44661 17860
1.48983 15980
1.48983 16920
1.49343 17860
1.4975 15980
1.4975 16920
1.5011 17860
1.50469 15980
1.50469 16920
1.50829 17860
1.51189 15980
1.51189 16920
1.51549 17860
1.51956 15980
1.51956 16920
1.52316 17860
1.52676 15980
1.52676 16920
1.53036 17860
1.53396 15980
1.53396 16920
1.53756 17860
1.54163 15980
1.54163 16920
1.54523 17860
1.54882 15980
1.54882 16920
1.55242 17860
1.59564 15980
1.59564 16920
1.59924 17860
1.60331 15980
1.60331 16920
1.60691 17860
1.61051 15980
1.61051 16920
1.61411 17860
1.61771 15980
1.61771 16920
1.62131 17860
1.62538 15980
1.62538 16920
1.62898 17860
1.63258 15980
1.63258 16920
1.63617 17860
1.63977 15980
1.63977 16920
1.64337 17860
1.64744 15980
1.64744 16920
1.65104 17860
1.65464 15980
1.65464 16920
1.65824 17860
1.70146 15980
1.70146 16920
1.70506 17860
1.70913 15980
1.70913 16920
1.71273 17860
1.71633 15980
1.71633 16920
1.71993 17860
1.72352 15980
1.72352 16920
1.72712 17860
1.7312 15980
1.7312 16920
