0.0 0
0.214162 4760
0.214162 4760
0.418991 5236
0.433098 6188
0.447215 7140
0.461333 8092
0.475451 9044
0.701467 8568
0.708526 8092
0.715585 7616
0.729714 7140
0.736773 6664
0.743831 5712
0.828648 4760
0.835707 3808
0.842766 2856
0.849825 1904
0.856884 952
0.856884 1428
0.856884 1904
0.863943 952
0.863943 1428
0.863943 1904
0.878072 952
0.878072 1428
0.878072 1904
0.88513 952
0.88513 1428
0.88513 1904
0.892189 952
0.892189 1428
0.892189 1904
0.899237 952
0.899237 4760
0.906296 4284
0.906826 3808
0.913355 3332
1.09701 2856
1.09701 9044
1.35125 8568
1.35831 8092
1.36537 7616
1.37242 7140
1.37948 6664
1.39361 6188
1.40067 5712
1.40773 4760
1.41479 3808
1.42185 2856
1.42891 1904
1.51372 952
1.51372 1428
1.51372 1904
1.53491 952
1.53491 1904
1.54197 952
1.54197 1428
1.54197 1904
1.54903 952
1.54903 1428
1.54903 1904
1.55608 952
1.55608 5236
1.55661 4760
1.56314 4284
1.74679 3808
1.74679 9044
2.01516 9520
2.01516 9044
2.02222 8092
2.02928 7140
2.03633 6188
2.04339 5236
2.05045 4284
2.05751 3332
2.07164 2380
2.15646 1428
2.15646 1904
2.16352 476
2.16352 952
2.16352 1904
2.17057 476
2.17057 952
2.17057 1904
2.17763 476
2.17763 952
2.17763 1904
2.18469 476
2.18469 952
2.18469 1904
2.19175 476
2.19175 952
2.19175 1904
2.19882 476
2.19882 952
2.19882 1904
2.22 476
2.22 1904
2.22706 952
2.22706 1428
2.22706 1904
2.40365 952
2.40365 5236
2.43187 4760
2.43187 9520
2.72142 9996
2.72142 9520
2.72848 9044
2.73554 8568
2.7426 8092
2.74966 7616
2.82741 7140
2.83447 6664
2.84153 6188
2.84859 5712
2.85565 5236
2.86271 4760
2.87683 4284
2.88388 3808
2.89094 3332
2.898 2856
2.90506 2380
2.91213 1904
2.92624 1428
2.92624 1904
3.13106 9996
3.35706 10472
3.35706 9996
3.36412 9520
3.37118 9044
3.37824 8568
3.3853 8092
3.39235 7616
3.39941 7140
3.40647 6664
3.41353 6188
3.42059 5712
3.43471 5236
3.44177 4760
3.44883 4284
3.45588 3808
3.4913 3332
3.49836 2856
3.54777 2380
3.55483 1904
3.56189 1428
3.56189 1904
3.56241 1428
3.56241 1904
3.56241 10472
4.26106 9996
4.26812 9520
4.27518 9044
4.28224 8568
4.2893 8092
4.29635 7616
4.30341 7140
4.31047 6664
4.31753 6188
4.32459 5712
4.33165 5236
4.33871 4760
4.40235 4284
4.40941 3808
4.41647 3332
4.42352 2856
4.43058 2380
4.43764 1904
4.44607 476
4.45884 1904
4.89103 476
