0.010001 1 -0
0.110001 1 1.8306
0.110001 2 0.0771245
0.210001 1 2.09929
0.210001 2 0.138832
0.310001 1 2.3827
0.310001 2 0.135471
0.410001 1 2.50447
0.410001 2 0.136199
0.510001 1 2.47648
0.510001 2 0.148476
0.610001 1 2.59037
0.610001 2 0.154151
0.710001 1 2.6141
0.710001 2 0.153212
0.810001 1 2.60805
0.810001 2 0.154065
0.910001 1 2.66858
0.910001 2 0.154058
1.01 1 2.71248
1.01 2 0.154053
1.11 1 2.69745
1.11 2 0.158215
1.21 1 2.69652
1.21 2 0.161112
1.31 1 2.69923
1.31 2 0.168703
1.41 1 2.6323
1.41 2 0.166165
1.51 1 2.62981
1.51 2 0.166806
1.61 1 2.65613
1.61 2 0.168629
1.71 1 2.67191
1.71 2 0.170554
1.81 1 2.68836
1.81 2 0.173528
1.91 1 2.74458
1.91 2 0.174114
2.01 1 2.80273
2.01 2 0.174694
2.11 1 2.81333
2.11 2 0.176399
2.21 1 2.86177
2.21 2 0.177003
2.31 1 2.90455
2.31 2 0.177728
2.41 1 2.91999
2.41 2 0.179232
2.51 1 2.91412
2.51 2 0.181496
2.61 1 2.90253
2.61 2 0.183107
2.71 1 2.92199
2.71 2 0.183708
2.81 1 2.96909
2.81 2 0.18463
2.91 1 3.01208
2.91 2 0.186481
3.01 1 3.02847
3.01 2 0.187981
3.11 1 3.04694
3.11 2 0.189662
3.21 1 3.0633
3.21 2 0.1917
3.31 1 3.10999
3.31 2 0.192842
3.41 1 3.13002
3.41 2 0.194899
3.51 1 3.14701
3.51 2 0.196794
3.61 1 3.19084
3.61 2 0.197808
3.71 1 3.22536
3.71 2 0.200903
3.81 1 3.21448
3.81 2 0.201521
3.91 1 3.22753
3.91 2 0.203402
4.01 1 3.24162
4.01 2 0.205767
4.11 1 3.24902
4.11 2 0.207997
4.21 1 3.26542
4.21 2 0.208834
4.31 1 3.27449
4.31 2 0.208949
4.41 1 3.3102
4.41 2 0.209538
4.51 1 3.34119
4.51 2 0.211575
4.61 1 3.35256
4.61 2 0.211178
4.71 1 3.36133
4.71 2 0.212348
4.81 1 3.37
4.81 2 0.213566
4.91 1 3.40012
4.91 2 0.214091
5.01 1 3.42927
5.01 2 0.214586
5.11 1 3.43688
5.11 2 0.216614
5.21 1 3.4432
5.21 2 0.216743
5.31 1 3.45025
5.31 2 0.217763
5.41 1 3.4757
5.41 2 0.218079
5.51 1 3.49989
5.51 2 0.218432
5.61 1 3.50354
5.61 2 0.220809
5.71 1 3.51082
5.71 2 0.220307
5.81 1 3.53347
5.81 2 0.221402
5.91 1 3.53796
5.91 2 0.221482
6.01 1 3.55995
6.01 2 0.221771
6.11 1 3.56363
6.11 2 0.222545
6.21 1 3.58367
6.21 2 0.223056
6.31 1 3.58655
6.31 2 0.224629
6.41 1 3.59142
6.41 2 0.224348
6.51 1 3.61039
6.51 2 0.224488
6.61 1 3.60759
6.61 2 0.225601
6.71 1 3.60053
6.71 2 0.224464
6.81 1 3.61811
6.81 2 0.225333
6.91 1 3.60501
6.91 2 0.226361
7.01 1 3.62243
7.01 2 0.225778
7.11 1 3.63981
7.11 2 0.225962
7.21 1 3.65248
7.21 2 0.227256
7.31 1 3.6378
7.31 2 0.226627
7.41 1 3.65284
7.41 2 0.227047
7.51 1 3.65543
7.51 2 0.227096
7.61 1 3.65702
7.61 2 0.22761
7.71 1 3.67218
7.71 2 0.227705
7.81 1 3.68631
7.81 2 0.22776
7.91 1 3.68448
7.91 2 0.228253
8.01 1 3.69764
8.01 2 0.22917
8.11 1 3.69956
8.11 2 0.228842
8.21 1 3.71367
8.21 2 0.228964
8.31 1 3.71442
8.31 2 0.22936
8.41 1 3.71318
8.41 2 0.230868
8.51 1 3.70314
8.51 2 0.230776
8.61 1 3.70159
8.61 2 0.232192
8.71 1 3.69287
8.71 2 0.231996
8.81 1 3.69382
8.81 2 0.233016
8.91 1 3.70677
8.91 2 0.23251
9.01 1 3.71899
9.01 2 0.232536
9.11 1 3.72015
9.11 2 0.232913
9.21 1 3.7315
9.21 2 0.233725
9.31 1 3.73082
9.31 2 0.234274
9.41 1 3.7227
9.41 2 0.234667
9.51 1 3.73366
9.51 2 0.23489
9.61 1 3.72381
9.61 2 0.235461
9.71 1 3.73315
9.71 2 0.234981
9.81 1 3.73399
9.81 2 0.235151
9.91 1 3.74467
9.91 2 0.235053
10.01 1 3.73838
10.01 2 0.235508
10.11 1 3.73706
10.11 2 0.234555
10.21 1 3.70594
10.21 2 0.233022
10.31 1 3.67542
10.31 2 0.231013
10.41 1 3.64551
10.41 2 0.229044
10.51 1 3.61618
10.51 2 0.227113
10.61 1 3.58742
10.61 2 0.225219
10.71 1 3.5591
10.71 2 0.223362
10.81 1 3.53047
10.81 2 0.2215
10.91 1 3.50962
10.91 2 0.219743
11.01 1 3.4831
11.01 2 0.218041
11.11 1 3.45682
11.11 2 0.216318
11.21 1 3.43051
11.21 2 0.214559
11.31 1 3.41412
11.31 2 0.213443
11.41 1 3.38905
11.41 2 0.211807
11.51 1 3.36431
11.51 2 0.210326
11.61 1 3.34046
11.61 2 0.208761
11.71 1 3.31679
11.71 2 0.207204
11.81 1 3.29353
11.81 2 0.206062
11.91 1 3.27067
11.91 2 0.204556
12.01 1 3.24819
12.01 2 0.203076
12.11 1 3.22498
12.11 2 0.201655
12.21 1 3.20327
12.21 2 0.200224
12.31 1 3.1818
12.31 2 0.198817
12.41 1 3.16613
12.41 2 0.197433
12.51 1 3.14538
12.51 2 0.196071
12.61 1 3.12498
12.61 2 0.194732
12.71 1 3.10426
12.71 2 0.193352
12.81 1 3.08396
12.81 2 0.192148
12.91 1 3.06398
12.91 2 0.190822
13.01 1 3.04485
13.01 2 0.189566
13.11 1 3.02563
13.11 2 0.188582
13.21 1 3.00709
13.21 2 0.187361
13.31 1 2.98884
13.31 2 0.186158
13.41 1 2.97087
13.41 2 0.184973
13.51 1 2.95317
13.51 2 0.183807
13.61 1 2.93491
13.61 2 0.182599
13.71 1 2.92516
13.71 2 0.181619
13.81 1 2.90806
13.81 2 0.180823
13.91 1 2.89128
13.91 2 0.179721
14.01 1 2.87895
14.01 2 0.178635
14.11 1 2.86265
14.11 2 0.177565
14.21 1 2.84658
14.21 2 0.17651
14.31 1 2.83039
14.31 2 0.175482
14.41 1 2.81465
14.41 2 0.174534
14.51 1 2.79926
14.51 2 0.173523
14.61 1 2.78408
14.61 2 0.172528
14.71 1 2.76911
14.71 2 0.171545
14.81 1 2.75408
14.81 2 0.170814
14.91 1 2.73971
14.91 2 0.169956
15.01 1 2.72535
15.01 2 0.169009
15.11 1 2.71118
15.11 2 0.168074
15.21 1 2.69667
15.21 2 0.1671
15.31 1 2.68277
15.31 2 0.16619
15.41 1 2.67243
15.41 2 0.165259
15.51 1 2.65868
15.51 2 0.164356
15.61 1 2.64539
15.61 2 0.163483
15.71 1 2.63227
15.71 2 0.162621
15.81 1 2.61905
15.81 2 0.161727
15.91 1 2.606
15.91 2 0.161055
16.01 1 2.59339
16.01 2 0.160223
16.11 1 2.58094
16.11 2 0.159403
16.21 1 2.56865
16.21 2 0.158592
16.31 1 2.55651
16.31 2 0.157792
16.41 1 2.54428
16.41 2 0.157002
16.51 1 2.53562
16.51 2 0.156221
16.61 1 2.52389
16.61 2 0.155451
16.71 1 2.51207
16.71 2 0.154724
16.81 1 2.50649
16.81 2 0.154314
16.91 1 2.49515
16.91 2 0.153568
17.01 1 2.48383
17.01 2 0.152807
17.11 1 2.47251
17.11 2 0.152065
17.21 1 2.46157
17.21 2 0.151346
17.31 1 2.45
17.31 2 0.150641
17.41 1 2.44491
17.41 2 0.150208
17.51 1 2.43432
17.51 2 0.149513
17.61 1 2.42385
17.61 2 0.148823
17.71 1 2.4135
17.71 2 0.148314
17.81 1 2.40327
17.81 2 0.14764
17.91 1 2.39316
17.91 2 0.146974
18.01 1 2.38316
18.01 2 0.146316
18.11 1 2.37315
18.11 2 0.145739
18.21 1 2.36338
18.21 2 0.145101
18.31 1 2.3559
18.31 2 0.144429
18.41 1 2.34632
18.41 2 0.143799
18.51 1 2.33684
18.51 2 0.143176
18.61 1 2.32747
18.61 2 0.14256
18.71 1 2.31803
18.71 2 0.142016
18.81 1 2.31559
18.81 2 0.141942
18.91 1 2.30637
18.91 2 0.141342
19.01 1 2.29736
19.01 2 0.140749
19.11 1 2.28844
19.11 2 0.140162
19.21 1 2.27962
19.21 2 0.139581
19.31 1 2.27089
19.31 2 0.139004
